Date,Tm,X,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Player,RSorPO
2012-01-29,LAL,Away,MIN,W,1,41:45,14,29,0.48,5,9,0.56,2,2,1,3,11,14,2,0,2,3,2,35,24.7,Kobe Bryant,Regular Season
2012-01-31,LAL,Home,CHA,W,1,27:45,9,21,0.43,2,11,0.18,4,5,0.8,0,3,3,1,1,0,4,1,24,10.7,Kobe Bryant,Regular Season
2012-02-03,LAL,Away,DEN,W,1,37:37,7,23,0.3,1,4,0.25,5,7,0.71,1,5,6,9,2,0,2,1,20,14,Kobe Bryant,Regular Season
2012-02-04,LAL,Away,UTA,L,1,37:51,6,16,0.38,3,6,0.5,11,12,0.92,1,0,1,1,0,0,4,4,26,12.6,Kobe Bryant,Regular Season
2012-02-06,LAL,Away,PHI,L,1,43:53,10,26,0.38,4,10,0.4,4,4,1,3,2,5,6,2,0,5,3,28,16.5,Kobe Bryant,Regular Season
2012-02-09,LAL,Away,BOS,W,1,43:41,11,24,0.46,0,2,0,5,5,1,0,5,5,4,0,0,1,1,27,17.5,Kobe Bryant,Regular Season
2012-02-10,LAL,Away,NYK,L,1,41:33,11,29,0.38,1,5,0.2,11,13,0.85,3,7,10,1,1,0,3,0,34,20.2,Kobe Bryant,Regular Season
2012-02-12,LAL,Away,TOR,W,1,34:26,9,23,0.39,3,7,0.43,6,8,0.75,0,2,2,1,2,0,4,1,27,12.6,Kobe Bryant,Regular Season
2012-02-17,LAL,Home,PHO,W,1,35:04,14,25,0.56,1,2,0.5,7,9,0.78,0,9,9,6,4,1,3,1,36,31.5,Kobe Bryant,Regular Season
2012-02-19,LAL,Away,PHO,L,1,39:51,11,24,0.46,1,8,0.12,9,12,0.75,1,6,7,5,2,0,10,0,32,16.4,Kobe Bryant,Regular Season
2012-02-20,LAL,Home,POR,W,1,35:41,13,26,0.5,1,3,0.33,1,2,0.5,1,2,3,3,4,0,4,3,28,16.8,Kobe Bryant,Regular Season
2012-02-22,LAL,Away,DAL,W,1,37:57,4,15,0.27,2,5,0.4,5,9,0.56,1,4,5,4,1,0,7,1,15,2.8,Kobe Bryant,Regular Season
2012-02-23,LAL,Away,OKC,L,1,39:32,7,24,0.29,0,3,0,10,11,0.91,1,5,6,3,1,0,1,3,24,12.7,Kobe Bryant,Regular Season
2012-02-29,LAL,Home,MIN,W,1,32:56,11,23,0.48,0,4,0,9,10,0.9,1,6,7,8,1,0,5,0,31,23,Kobe Bryant,Regular Season
2012-03-02,LAL,Home,SAC,W,1,36:49,13,24,0.54,1,2,0.5,11,14,0.79,4,4,8,3,1,1,3,0,38,30,Kobe Bryant,Regular Season
2012-03-04,LAL,Home,MIA,W,1,38:54,14,23,0.61,0,2,0,5,7,0.71,1,2,3,1,0,0,3,0,33,20.7,Kobe Bryant,Regular Season
2012-03-06,LAL,Away,DET,L,1,42:40,8,26,0.31,2,9,0.22,4,6,0.67,1,4,5,7,0,0,3,1,22,9.6,Kobe Bryant,Regular Season
2012-03-07,LAL,Away,WAS,L,1,40:17,9,31,0.29,3,9,0.33,9,9,1,1,4,5,4,4,1,1,3,30,19.1,Kobe Bryant,Regular Season
2012-03-09,LAL,Away,MIN,W,1,37:54,11,26,0.42,2,6,0.33,10,10,1,1,3,4,1,1,2,4,3,34,19.7,Kobe Bryant,Regular Season
2012-03-11,LAL,Home,BOS,W,1,41:29,9,20,0.45,3,6,0.5,5,7,0.71,1,2,3,7,1,1,5,2,26,16.9,Kobe Bryant,Regular Season
2012-03-13,LAL,Away,MEM,W,1,51:47,11,25,0.44,1,4,0.25,11,12,0.92,1,8,9,5,1,0,3,0,34,25.1,Kobe Bryant,Regular Season
2012-03-14,LAL,Away,NOH,W,1,48:38,10,23,0.43,2,8,0.25,11,11,1,1,3,4,5,2,0,4,1,33,23.6,Kobe Bryant,Regular Season
2012-03-16,LAL,Home,MIN,W,1,38:08,9,20,0.45,5,8,0.62,5,7,0.71,0,4,4,3,1,2,4,1,28,18.1,Kobe Bryant,Regular Season
2012-03-18,LAL,Home,UTA,L,1,37:18,3,20,0.15,1,6,0.17,8,9,0.89,2,4,6,4,2,0,7,4,15,0.6,Kobe Bryant,Regular Season
2012-03-20,LAL,Away,HOU,L,1,35:11,10,27,0.37,2,7,0.29,7,7,1,1,2,3,4,1,0,1,2,29,17.4,Kobe Bryant,Regular Season
2012-03-21,LAL,Away,DAL,W,1,35:13,11,18,0.61,1,2,0.5,7,7,1,1,4,5,4,1,0,4,2,30,22.7,Kobe Bryant,Regular Season
2012-03-23,LAL,Home,POR,W,1,36:02,5,17,0.29,1,7,0.14,7,8,0.88,2,3,5,4,1,0,4,1,18,9.4,Kobe Bryant,Regular Season
2012-03-25,LAL,Home,MEM,L,1,38:27,7,15,0.47,1,4,0.25,3,3,1,1,2,3,3,2,0,3,3,18,11.5,Kobe Bryant,Regular Season
2012-03-27,LAL,Away,GSW,W,1,37:13,9,24,0.38,1,5,0.2,11,12,0.92,2,3,5,5,0,0,3,1,30,18.8,Kobe Bryant,Regular Season
2012-03-29,LAL,Home,OKC,L,1,40:47,7,25,0.28,1,3,0.33,8,10,0.8,1,8,9,2,0,0,0,1,23,11.6,Kobe Bryant,Regular Season
2012-03-31,LAL,Home,NOH,W,1,38:19,3,21,0.14,1,8,0.12,4,5,0.8,1,2,3,5,3,0,1,4,11,2.3,Kobe Bryant,Regular Season
2012-04-01,LAL,Home,GSW,W,1,37:10,16,28,0.57,3,3,1,5,7,0.71,0,3,3,5,0,0,3,3,40,26.2,Kobe Bryant,Regular Season
2012-04-03,LAL,Home,NJN,W,1,35:45,10,16,0.62,3,6,0.5,1,1,1,0,7,7,3,1,0,3,1,24,18.6,Kobe Bryant,Regular Season
2012-04-04,LAL,Away,LAC,W,1,36:40,13,19,0.68,2,3,0.67,3,5,0.6,1,4,5,6,0,1,2,2,31,26.1,Kobe Bryant,Regular Season
2012-04-06,LAL,Home,HOU,L,1,36:56,8,20,0.4,1,4,0.25,11,11,1,0,2,2,0,0,0,1,1,28,16.4,Kobe Bryant,Regular Season
2012-04-20,LAL,Away,SAS,L,1,29:49,7,12,0.58,1,3,0.33,3,4,0.75,0,2,2,1,0,0,1,2,18,11.5,Kobe Bryant,Regular Season
2012-04-22,LAL,Home,OKC,W,1,49:10,9,26,0.35,2,3,0.67,6,7,0.86,1,5,6,8,1,0,3,1,26,16.4,Kobe Bryant,Regular Season
2012-10-31,LAL,Away,POR,L,1,38:29,10,20,0.5,4,9,0.44,6,7,0.86,2,4,6,3,0,0,7,5,30,15.3,Kobe Bryant,Regular Season
2012-11-02,LAL,Home,LAC,L,1,42:55,14,23,0.61,2,3,0.67,10,10,1,2,4,6,1,2,0,6,1,40,28.4,Kobe Bryant,Regular Season
2012-11-04,LAL,Home,DET,W,1,31:43,5,10,0.5,3,5,0.6,2,2,1,0,7,7,8,1,0,1,4,15,16.1,Kobe Bryant,Regular Season
2012-11-07,LAL,Away,UTA,L,1,37:17,7,17,0.41,0,4,0,15,17,0.88,0,5,5,4,3,0,6,3,29,19.2,Kobe Bryant,Regular Season
2012-11-09,LAL,Home,GSW,W,1,32:43,10,18,0.56,2,4,0.5,5,6,0.83,1,8,9,7,2,0,4,2,27,23.2,Kobe Bryant,Regular Season
2012-11-11,LAL,Home,SAC,W,1,33:30,6,15,0.4,2,5,0.4,6,6,1,2,4,6,6,1,0,2,2,20,16.9,Kobe Bryant,Regular Season
2012-11-13,LAL,Home,SAS,L,1,38:05,12,19,0.63,2,4,0.5,2,2,1,0,4,4,8,1,0,2,0,28,25.3,Kobe Bryant,Regular Season
2012-11-16,LAL,Home,PHO,W,1,38:26,10,24,0.42,1,5,0.2,10,11,0.91,1,1,2,6,1,0,1,2,31,22.2,Kobe Bryant,Regular Season
2012-11-18,LAL,Home,HOU,W,1,35:12,9,18,0.5,1,3,0.33,3,5,0.6,1,10,11,11,3,0,3,4,22,22,Kobe Bryant,Regular Season
2012-11-20,LAL,Home,BRK,W,1,38:36,8,15,0.53,1,4,0.25,8,10,0.8,0,4,4,5,1,0,3,4,25,18,Kobe Bryant,Regular Season
2012-11-21,LAL,Away,SAC,L,1,38:46,11,20,0.55,5,9,0.56,11,13,0.85,0,3,3,3,2,0,7,3,38,24.4,Kobe Bryant,Regular Season
2012-11-23,LAL,Away,MEM,L,1,37:29,7,23,0.3,3,8,0.38,13,14,0.93,0,3,3,4,1,0,2,4,30,17.4,Kobe Bryant,Regular Season
2012-11-24,LAL,Away,DAL,W,1,33:16,6,11,0.55,1,2,0.5,6,8,0.75,1,2,3,5,1,0,6,3,19,11.5,Kobe Bryant,Regular Season
2012-11-27,LAL,Home,IND,L,1,43:44,12,28,0.43,5,11,0.45,11,13,0.85,0,10,10,3,3,0,10,2,40,21.7,Kobe Bryant,Regular Season
2012-11-30,LAL,Home,DEN,W,1,37:10,5,15,0.33,0,3,0,4,4,1,1,1,2,8,2,0,4,5,14,8.1,Kobe Bryant,Regular Season
2012-12-02,LAL,Home,ORL,L,1,38:43,12,27,0.44,0,2,0,10,11,0.91,1,6,7,5,1,0,2,2,34,23.7,Kobe Bryant,Regular Season
2012-12-04,LAL,Away,HOU,L,1,34:53,14,31,0.45,2,9,0.22,9,12,0.75,1,5,6,2,2,0,3,4,39,22.7,Kobe Bryant,Regular Season
2012-12-05,LAL,Away,NOH,W,1,33:53,10,17,0.59,1,4,0.25,8,9,0.89,1,5,6,4,3,0,1,1,29,27.3,Kobe Bryant,Regular Season
2012-12-07,LAL,Away,OKC,L,1,43:30,11,24,0.46,4,5,0.8,9,10,0.9,0,3,3,7,3,2,5,5,35,25.4,Kobe Bryant,Regular Season
2012-12-09,LAL,Home,UTA,L,1,43:03,9,24,0.38,4,9,0.44,12,14,0.86,0,0,0,3,1,0,2,2,34,20.3,Kobe Bryant,Regular Season
2012-12-11,LAL,Away,CLE,L,1,40:43,16,28,0.57,3,9,0.33,7,10,0.7,1,4,5,2,1,1,5,1,42,27.2,Kobe Bryant,Regular Season
2012-12-13,LAL,Away,NYK,L,1,44:02,10,24,0.42,5,11,0.45,6,6,1,2,8,10,6,1,1,5,5,31,20.9,Kobe Bryant,Regular Season
2012-12-14,LAL,Away,WAS,W,1,43:36,9,29,0.31,1,8,0.12,11,13,0.85,3,4,7,7,2,1,3,1,30,20,Kobe Bryant,Regular Season
2012-12-16,LAL,Away,PHI,W,1,40:02,12,21,0.57,2,6,0.33,8,9,0.89,0,4,4,6,1,0,5,0,34,25.1,Kobe Bryant,Regular Season
2012-12-18,LAL,Home,CHA,W,1,43:17,11,24,0.46,2,5,0.4,6,7,0.86,0,6,6,7,1,1,2,1,30,23.2,Kobe Bryant,Regular Season
2012-12-22,LAL,Away,GSW,W,1,43:39,16,41,0.39,2,8,0.25,0,1,0,3,7,10,5,1,0,3,5,34,15,Kobe Bryant,Regular Season
2012-12-25,LAL,Home,NYK,W,1,43:37,14,24,0.58,1,5,0.2,5,7,0.71,1,4,5,1,0,1,1,2,34,23.5,Kobe Bryant,Regular Season
2012-12-26,LAL,Away,DEN,L,1,44:01,13,24,0.54,5,9,0.56,9,11,0.82,0,4,4,6,0,2,2,2,40,31.6,Kobe Bryant,Regular Season
2012-12-28,LAL,Home,POR,W,1,30:40,9,18,0.5,1,6,0.17,8,11,0.73,2,3,5,4,2,0,1,3,27,21.7,Kobe Bryant,Regular Season
2013-01-01,LAL,Home,PHI,L,1,42:25,14,29,0.48,1,6,0.17,7,10,0.7,4,2,6,0,1,0,3,2,36,20.7,Kobe Bryant,Regular Season
2013-01-04,LAL,Away,LAC,L,1,43:39,15,25,0.6,1,6,0.17,7,8,0.88,0,0,0,3,5,0,1,3,38,31,Kobe Bryant,Regular Season
2013-01-06,LAL,Home,DEN,L,1,42:12,11,26,0.42,3,8,0.38,4,4,1,1,4,5,7,0,0,2,2,29,19.2,Kobe Bryant,Regular Season
2013-01-08,LAL,Away,HOU,L,1,41:26,8,22,0.36,2,8,0.25,2,2,1,2,3,5,7,3,0,5,3,20,11.8,Kobe Bryant,Regular Season
2013-01-09,LAL,Away,SAS,L,1,38:43,10,24,0.42,3,8,0.38,4,7,0.57,0,4,4,5,0,0,1,3,27,15.5,Kobe Bryant,Regular Season
2013-01-11,LAL,Home,OKC,L,1,35:03,8,23,0.35,2,8,0.25,10,13,0.77,0,4,4,3,2,0,1,2,28,17.4,Kobe Bryant,Regular Season
2013-01-13,LAL,Home,CLE,W,1,27:58,9,14,0.64,3,4,0.75,2,4,0.5,0,2,2,6,0,0,4,4,23,15.2,Kobe Bryant,Regular Season
2013-01-15,LAL,Home,MIL,W,1,36:40,12,19,0.63,3,5,0.6,4,4,1,1,1,2,6,1,0,1,2,31,26.9,Kobe Bryant,Regular Season
2013-01-17,LAL,Home,MIA,L,1,42:55,8,25,0.32,4,9,0.44,2,2,1,1,3,4,1,1,0,6,4,22,3.4,Kobe Bryant,Regular Season
2013-01-20,LAL,Away,TOR,L,1,42:53,10,32,0.31,3,12,0.25,3,3,1,0,4,4,5,2,1,6,1,26,8.6,Kobe Bryant,Regular Season
2013-01-21,LAL,Away,CHI,L,1,41:58,7,22,0.32,0,6,0,2,3,0.67,0,4,4,5,0,0,3,2,16,3.9,Kobe Bryant,Regular Season
2013-01-23,LAL,Away,MEM,L,1,38:34,11,23,0.48,0,1,0,7,8,0.88,0,3,3,3,1,0,2,1,29,18.5,Kobe Bryant,Regular Season
2013-01-29,LAL,Home,NOH,W,1,34:23,5,12,0.42,0,4,0,4,4,1,3,5,8,11,0,0,2,1,14,16.5,Kobe Bryant,Regular Season
2013-01-30,LAL,Away,PHO,L,1,38:40,7,17,0.41,0,3,0,3,4,0.75,0,5,5,9,2,0,6,0,17,11.3,Kobe Bryant,Regular Season
2013-02-01,LAL,Away,MIN,W,1,38:30,4,13,0.31,1,4,0.25,8,10,0.8,2,10,12,8,0,0,4,2,17,13.9,Kobe Bryant,Regular Season
2013-02-03,LAL,Away,DET,W,1,37:05,8,20,0.4,0,3,0,2,3,0.67,0,3,3,5,2,0,3,0,18,10.2,Kobe Bryant,Regular Season
2013-02-05,LAL,Away,BRK,W,1,37:16,9,24,0.38,0,2,0,3,3,1,1,7,8,4,4,1,5,1,21,12.7,Kobe Bryant,Regular Season
2013-02-07,LAL,Away,BOS,L,1,29:41,9,15,0.6,0,1,0,9,9,1,3,4,7,0,0,0,4,2,27,18.6,Kobe Bryant,Regular Season
2013-02-08,LAL,Away,CHA,W,1,37:33,6,15,0.4,0,2,0,8,8,1,0,7,7,8,0,1,3,0,20,17.3,Kobe Bryant,Regular Season
2013-02-12,LAL,Home,PHO,W,1,35:46,1,8,0.12,0,4,0,2,2,1,1,4,5,9,1,1,8,1,4,0.3,Kobe Bryant,Regular Season
2013-02-20,LAL,Home,BOS,W,1,32:49,5,15,0.33,0,4,0,6,7,0.86,1,3,4,7,0,0,3,5,16,8.6,Kobe Bryant,Regular Season
2013-02-22,LAL,Home,POR,W,1,35:51,15,23,0.65,1,3,0.33,9,9,1,2,5,7,4,2,0,5,1,40,32.2,Kobe Bryant,Regular Season
2013-02-24,LAL,Away,DAL,W,1,38:16,13,21,0.62,4,5,0.8,8,10,0.8,1,11,12,7,0,1,5,2,38,31.5,Kobe Bryant,Regular Season
2013-02-25,LAL,Away,DEN,L,1,38:44,12,23,0.52,0,1,0,5,6,0.83,0,6,6,9,0,0,4,3,29,20.2,Kobe Bryant,Regular Season
2013-02-28,LAL,Home,MIN,W,1,31:33,13,22,0.59,4,8,0.5,3,7,0.43,1,4,5,5,2,0,3,1,33,25.2,Kobe Bryant,Regular Season
2013-03-03,LAL,Home,ATL,W,1,39:00,13,27,0.48,2,5,0.4,6,8,0.75,1,5,6,4,2,0,5,1,34,21.1,Kobe Bryant,Regular Season
2013-03-05,LAL,Away,OKC,L,1,39:24,8,19,0.42,3,7,0.43,11,12,0.92,1,2,3,2,0,0,2,3,30,19,Kobe Bryant,Regular Season
2013-03-06,LAL,Away,NOH,W,1,41:57,14,21,0.67,3,7,0.43,11,14,0.79,0,7,7,12,0,1,6,0,42,36.9,Kobe Bryant,Regular Season
2013-03-08,LAL,Home,TOR,W,1,43:47,11,22,0.5,5,10,0.5,14,16,0.88,1,5,6,12,2,0,9,0,41,32.8,Kobe Bryant,Regular Season
2013-03-10,LAL,Home,CHI,W,1,39:35,7,16,0.44,1,4,0.25,4,6,0.67,1,6,7,9,2,0,2,2,19,17.8,Kobe Bryant,Regular Season
2013-03-12,LAL,Away,ORL,W,1,36:27,4,14,0.29,2,6,0.33,1,2,0.5,1,6,7,8,2,0,3,1,11,9.1,Kobe Bryant,Regular Season
2013-03-13,LAL,Away,ATL,L,1,38:12,11,33,0.33,2,8,0.25,7,8,0.88,1,6,7,5,2,0,5,1,31,14.5,Kobe Bryant,Regular Season
2013-03-22,LAL,Home,WAS,L,1,37:53,8,18,0.44,1,2,0.5,4,7,0.57,1,3,4,11,2,0,6,3,21,14.5,Kobe Bryant,Regular Season
2013-03-25,LAL,Away,GSW,L,1,41:54,11,27,0.41,2,10,0.2,12,16,0.75,1,7,8,3,0,0,0,1,36,24.4,Kobe Bryant,Regular Season
2013-03-27,LAL,Away,MIN,W,1,37:47,12,21,0.57,3,7,0.43,4,6,0.67,0,3,3,7,1,1,6,4,31,20.2,Kobe Bryant,Regular Season
2013-03-28,LAL,Away,MIL,L,1,36:28,6,17,0.35,0,3,0,18,20,0.9,0,2,2,3,0,0,6,2,30,15.6,Kobe Bryant,Regular Season
2013-03-30,LAL,Away,SAC,W,1,47:37,5,18,0.28,0,4,0,9,11,0.82,1,8,9,14,2,0,1,2,19,20.7,Kobe Bryant,Regular Season
2013-04-02,LAL,Home,DAL,W,1,47:04,8,18,0.44,0,3,0,7,8,0.88,1,10,11,11,4,2,4,3,23,24.8,Kobe Bryant,Regular Season
2013-04-05,LAL,Home,MEM,W,1,42:32,10,23,0.43,0,5,0,4,4,1,0,5,5,9,1,0,4,3,24,15.5,Kobe Bryant,Regular Season
2013-04-07,LAL,Away,LAC,L,1,47:20,6,19,0.32,1,5,0.2,12,14,0.86,1,6,7,10,0,0,4,3,25,17.6,Kobe Bryant,Regular Season
2013-04-09,LAL,Home,NOH,W,1,41:06,9,18,0.5,2,7,0.29,10,11,0.91,1,5,6,6,5,1,5,2,30,26.9,Kobe Bryant,Regular Season
2013-04-10,LAL,Away,POR,W,1,48:00,14,27,0.52,1,5,0.2,18,18,1,0,8,8,5,3,4,1,4,47,42.8,Kobe Bryant,Regular Season
2013-04-12,LAL,Home,GSW,W,1,44:54,9,21,0.43,4,8,0.5,12,16,0.75,0,5,5,4,0,0,5,3,34,19.4,Kobe Bryant,Regular Season
2013-12-08,LAL,Home,TOR,L,1,27:56,2,9,0.22,0,3,0,5,7,0.71,1,7,8,4,2,0,8,3,9,1.1,Kobe Bryant,Regular Season
2013-12-10,LAL,Home,PHO,L,1,29:10,6,11,0.55,0,2,0,8,8,1,0,2,2,3,0,0,3,2,20,13.6,Kobe Bryant,Regular Season
2013-12-14,LAL,Away,CHA,W,1,32:14,8,15,0.53,2,5,0.4,3,3,1,0,7,7,8,0,0,7,1,21,14,Kobe Bryant,Regular Season
2013-12-16,LAL,Away,ATL,L,1,32:10,4,14,0.29,0,5,0,0,1,0,0,3,3,6,2,0,5,1,8,1.1,Kobe Bryant,Regular Season
2013-12-17,LAL,Away,MEM,W,1,32:38,9,18,0.5,1,1,1,2,2,1,1,4,5,4,1,1,4,1,21,14,Kobe Bryant,Regular Season
2014-10-28,LAL,Home,HOU,L,1,29:00,6,17,0.35,0,1,0,7,8,0.88,0,3,3,2,1,0,1,5,19,9.4,Kobe Bryant,Regular Season
2014-10-29,LAL,Away,PHO,L,1,27:53,11,25,0.44,2,4,0.5,7,7,1,1,3,4,3,2,0,2,2,31,20.8,Kobe Bryant,Regular Season
2014-10-31,LAL,Home,LAC,L,1,35:16,6,15,0.4,1,5,0.2,8,11,0.73,0,4,4,7,2,0,3,5,21,14.8,Kobe Bryant,Regular Season
2014-11-01,LAL,Away,GSW,L,1,35:53,12,28,0.43,1,6,0.17,3,6,0.5,1,5,6,1,2,0,7,3,28,8.7,Kobe Bryant,Regular Season
2014-11-04,LAL,Home,PHO,L,1,44:15,14,37,0.38,3,7,0.43,8,12,0.67,3,6,9,1,1,1,3,0,39,20.4,Kobe Bryant,Regular Season
2014-11-09,LAL,Home,CHO,W,1,34:17,7,20,0.35,1,5,0.2,6,7,0.86,0,6,6,4,1,0,4,1,21,10.6,Kobe Bryant,Regular Season
2014-11-11,LAL,Away,MEM,L,1,37:29,10,26,0.38,3,10,0.3,5,6,0.83,1,6,7,6,4,0,3,3,28,19.9,Kobe Bryant,Regular Season
2014-11-12,LAL,Away,NOP,L,1,36:12,10,28,0.36,5,11,0.45,8,8,1,0,4,4,5,1,0,1,1,33,21.7,Kobe Bryant,Regular Season
2014-11-14,LAL,Home,SAS,L,1,36:25,1,14,0.07,0,5,0,7,9,0.78,0,4,4,6,1,2,4,1,9,2.2,Kobe Bryant,Regular Season
2014-11-16,LAL,Home,GSW,L,1,31:22,15,34,0.44,3,12,0.25,11,16,0.69,1,4,5,3,0,0,2,3,44,25,Kobe Bryant,Regular Season
2014-11-18,LAL,Away,ATL,W,1,36:57,10,18,0.56,3,7,0.43,5,5,1,0,4,4,3,1,0,3,4,28,19.1,Kobe Bryant,Regular Season
2014-11-19,LAL,Away,HOU,W,1,39:32,10,28,0.36,1,7,0.14,8,10,0.8,0,5,5,7,1,0,3,0,29,17,Kobe Bryant,Regular Season
2014-11-21,LAL,Away,DAL,L,1,31:20,6,22,0.27,1,4,0.25,4,4,1,2,3,5,7,1,0,2,2,17,9.4,Kobe Bryant,Regular Season
2014-11-23,LAL,Home,DEN,L,1,43:50,10,24,0.42,0,2,0,7,10,0.7,2,4,6,4,0,0,4,1,27,14,Kobe Bryant,Regular Season
2014-11-26,LAL,Home,MEM,L,1,35:16,5,15,0.33,2,5,0.4,10,10,1,2,2,4,2,0,0,4,1,22,12.5,Kobe Bryant,Regular Season
2014-11-28,LAL,Home,MIN,L,1,34:45,10,18,0.56,0,1,0,6,10,0.6,1,4,5,5,5,0,2,1,26,23.8,Kobe Bryant,Regular Season
2014-11-30,LAL,Home,TOR,W,1,41:36,11,24,0.46,0,1,0,9,13,0.69,1,10,11,12,0,1,2,2,31,27,Kobe Bryant,Regular Season
2014-12-02,LAL,Away,DET,W,1,33:26,4,11,0.36,1,3,0.33,3,3,1,0,5,5,13,2,0,10,2,12,7.7,Kobe Bryant,Regular Season
2014-12-03,LAL,Away,WAS,L,1,34:11,8,22,0.36,2,6,0.33,11,14,0.79,0,4,4,3,1,0,4,4,29,14.3,Kobe Bryant,Regular Season
2014-12-05,LAL,Away,BOS,L,1,32:42,9,21,0.43,1,3,0.33,3,3,1,0,3,3,3,1,0,3,1,22,11.5,Kobe Bryant,Regular Season
2014-12-07,LAL,Home,NOP,L,1,31:59,6,18,0.33,0,5,0,2,2,1,0,3,3,4,0,0,3,2,14,3.7,Kobe Bryant,Regular Season
2014-12-09,LAL,Home,SAC,W,1,35:50,11,27,0.41,2,6,0.33,8,8,1,3,0,3,6,2,0,3,2,32,22,Kobe Bryant,Regular Season
2014-12-12,LAL,Away,SAS,W,1,40:03,7,22,0.32,1,4,0.25,7,8,0.88,1,4,5,9,4,0,5,1,22,15.8,Kobe Bryant,Regular Season
2014-12-14,LAL,Away,MIN,W,1,35:09,7,20,0.35,2,7,0.29,10,13,0.77,1,5,6,2,1,0,2,2,26,15.4,Kobe Bryant,Regular Season
2014-12-15,LAL,Away,IND,L,1,30:17,8,26,0.31,2,8,0.25,3,3,1,0,4,4,3,2,0,3,4,21,6.7,Kobe Bryant,Regular Season
2014-12-19,LAL,Home,OKC,L,1,34:35,3,15,0.2,0,3,0,3,4,0.75,0,8,8,8,0,0,3,0,9,4.3,Kobe Bryant,Regular Season
2014-12-21,LAL,Away,SAC,L,1,37:52,8,30,0.27,3,8,0.38,6,6,1,3,2,5,3,2,0,9,3,25,3.8,Kobe Bryant,Regular Season
2014-12-28,LAL,Home,PHO,L,1,32:12,4,10,0.4,1,3,0.33,1,1,1,0,8,8,7,2,0,5,1,10,8.5,Kobe Bryant,Regular Season
2014-12-30,LAL,Away,DEN,W,1,31:40,6,11,0.55,3,5,0.6,8,11,0.73,1,10,11,11,2,1,9,1,23,21.2,Kobe Bryant,Regular Season
2015-01-02,LAL,Home,MEM,L,1,33:08,6,14,0.43,2,4,0.5,1,1,1,1,8,9,8,0,1,2,2,15,14.2,Kobe Bryant,Regular Season
2015-01-04,LAL,Home,IND,W,1,32:08,7,14,0.5,2,3,0.67,4,4,1,0,6,6,6,3,0,2,2,20,19.2,Kobe Bryant,Regular Season
2015-01-13,LAL,Home,MIA,L,1,30:54,3,19,0.16,2,9,0.22,4,4,1,0,6,6,7,1,0,2,0,12,5.6,Kobe Bryant,Regular Season
2015-01-15,LAL,Home,CLE,L,1,31:49,7,14,0.5,3,6,0.5,2,3,0.67,1,5,6,17,0,0,3,0,19,22.7,Kobe Bryant,Regular Season
2015-01-21,LAL,Away,NOP,L,1,29:52,6,14,0.43,1,5,0.2,1,1,1,0,7,7,2,0,1,4,2,14,6,Kobe Bryant,Regular Season
2015-10-28,LAL,Home,MIN,L,1,28:56,8,24,0.33,3,13,0.23,5,5,1,0,4,4,1,2,0,0,1,24,13.9,Kobe Bryant,Regular Season
2015-10-30,LAL,Away,SAC,L,1,22:12,5,12,0.42,1,8,0.12,2,3,0.67,2,2,4,3,0,0,3,2,13,6.5,Kobe Bryant,Regular Season
2015-11-01,LAL,Home,DAL,L,1,31:21,3,15,0.2,2,8,0.25,7,7,1,2,3,5,1,0,0,1,5,15,5.7,Kobe Bryant,Regular Season
2015-11-03,LAL,Home,DEN,L,1,29:10,4,11,0.36,1,5,0.2,2,3,0.67,1,1,2,5,2,0,1,5,11,8,Kobe Bryant,Regular Season
2015-11-06,LAL,Away,BRK,W,1,31:02,5,16,0.31,1,4,0.25,7,8,0.88,0,3,3,3,0,0,3,3,18,7.2,Kobe Bryant,Regular Season
2015-11-08,LAL,Away,NYK,L,1,32:05,6,19,0.32,2,10,0.2,4,7,0.57,0,2,2,3,1,0,1,2,18,7.8,Kobe Bryant,Regular Season
2015-11-13,LAL,Away,DAL,L,1,32:25,7,15,0.47,3,8,0.38,2,2,1,0,5,5,3,0,0,6,2,19,8.1,Kobe Bryant,Regular Season
2015-11-15,LAL,Home,DET,W,1,35:43,6,19,0.32,1,4,0.25,4,4,1,0,8,8,9,2,0,4,3,17,11.6,Kobe Bryant,Regular Season
2015-11-22,LAL,Home,POR,L,1,31:23,6,22,0.27,0,5,0,6,7,0.86,1,3,4,4,1,1,0,1,18,10.3,Kobe Bryant,Regular Season
2015-11-24,LAL,Away,GSW,L,1,24:41,1,14,0.07,1,7,0.14,1,2,0.5,0,6,6,2,2,0,3,0,4,-3.6,Kobe Bryant,Regular Season
2015-11-28,LAL,Away,POR,L,1,34:08,7,20,0.35,1,5,0.2,6,7,0.86,0,2,2,2,0,0,1,1,21,10,Kobe Bryant,Regular Season
2015-11-29,LAL,Home,IND,L,1,33:29,4,20,0.2,2,7,0.29,3,4,0.75,1,3,4,3,1,0,1,1,13,3.5,Kobe Bryant,Regular Season
2015-12-01,LAL,Away,PHI,L,1,31:42,7,26,0.27,4,17,0.24,2,4,0.5,1,4,5,2,1,0,3,3,20,3.9,Kobe Bryant,Regular Season
2015-12-02,LAL,Away,WAS,W,1,35:34,10,24,0.42,4,11,0.36,7,8,0.88,0,2,2,3,1,0,2,1,31,19.1,Kobe Bryant,Regular Season
