Date,Tm,X,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Player,RSorPO
1990-03-17,CHI,Home,PHI,W,1,39:00,13,21,0.62,3,6,0.5,3,4,0.75,2,6,8,10,2,1,2,2,32,32.2,Michael Jordan,Regular Season
1990-03-20,CHI,Home,WSB,W,1,39:00,8,19,0.42,1,2,0.5,4,4,1,3,5,8,5,2,2,3,2,21,17.6,Michael Jordan,Regular Season
1990-03-21,CHI,Away,ATL,W,1,38:00,10,20,0.5,0,2,0,7,9,0.78,2,2,4,6,5,0,1,2,27,25.6,Michael Jordan,Regular Season
1990-03-23,CHI,Home,CLE,W,1,40:00,18,32,0.56,0,3,0,5,6,0.83,2,4,6,5,5,1,3,1,41,33.8,Michael Jordan,Regular Season
1990-03-24,CHI,Home,SAC,L,1,39:00,16,28,0.57,2,3,0.67,9,10,0.9,1,4,5,6,5,0,1,3,43,38.3,Michael Jordan,Regular Season
1990-03-30,CHI,Home,NYK,W,1,45:00,20,34,0.59,1,3,0.33,8,9,0.89,1,11,12,4,5,2,2,3,49,42.8,Michael Jordan,Regular Season
1990-04-03,CHI,Home,IND,W,1,44:00,8,19,0.42,1,4,0.25,12,12,1,1,3,4,10,0,2,0,4,29,27.3,Michael Jordan,Regular Season
1990-04-05,CHI,Home,ORL,W,1,39:00,14,23,0.61,2,6,0.33,8,10,0.8,1,6,7,3,4,1,2,2,38,33.2,Michael Jordan,Regular Season
1990-04-07,CHI,Away,DAL,W,1,40:00,15,26,0.58,3,5,0.6,10,13,0.77,2,1,3,4,2,1,0,3,43,35.6,Michael Jordan,Regular Season
1990-04-11,CHI,Home,CLE,W,1,31:00,9,15,0.6,1,4,0.25,3,4,0.75,1,4,5,7,3,1,2,5,22,21.2,Michael Jordan,Regular Season
1990-04-14,CHI,Away,WSB,L,1,37:00,10,21,0.48,1,2,0.5,0,1,0,1,2,3,5,1,0,2,4,21,12.1,Michael Jordan,Regular Season
1990-04-16,CHI,Away,IND,L,1,45:00,11,24,0.46,0,2,0,1,2,0.5,3,4,7,6,4,0,6,5,23,13.7,Michael Jordan,Regular Season
1990-04-17,CHI,Home,BOS,W,1,36:00,13,24,0.54,2,3,0.67,7,8,0.88,1,10,11,6,2,1,6,3,35,26.4,Michael Jordan,Regular Season
1990-04-19,CHI,Home,WSB,W,1,36:00,12,26,0.46,2,5,0.4,6,6,1,3,3,6,7,5,1,3,4,32,27.6,Michael Jordan,Regular Season
1990-04-22,CHI,Away,DET,L,1,37:00,10,23,0.43,1,3,0.33,1,2,0.5,3,7,10,4,2,0,2,3,22,15.3,Michael Jordan,Regular Season
1990-11-02,CHI,Home,PHI,L,1,34:00,14,24,0.58,1,3,0.33,5,5,1,3,2,5,7,7,0,5,4,34,30.8,Michael Jordan,Regular Season
1990-11-09,CHI,Away,BOS,W,1,34:00,17,25,0.68,0,1,0,7,8,0.88,1,4,5,6,2,0,3,3,41,33.8,Michael Jordan,Regular Season
1990-11-13,CHI,Away,UTA,W,1,38:00,10,22,0.45,1,1,1,8,10,0.8,3,8,11,5,1,2,1,1,29,25.8,Michael Jordan,Regular Season
1990-11-15,CHI,Away,GSW,L,1,38:00,6,12,0.5,0,1,0,2,3,0.67,2,6,8,6,1,1,2,4,14,13.1,Michael Jordan,Regular Season
1990-11-18,CHI,Away,POR,L,1,41:00,12,25,0.48,0,2,0,5,6,0.83,0,5,5,7,1,1,2,4,29,20.4,Michael Jordan,Regular Season
1990-12-01,CHI,Away,CLE,W,1,30:00,13,18,0.72,1,1,1,5,6,0.83,0,2,2,4,2,0,1,2,32,27.8,Michael Jordan,Regular Season
1990-12-08,CHI,Home,POR,L,1,40:00,16,28,0.57,0,2,0,3,4,0.75,0,6,6,3,2,2,5,3,35,22.5,Michael Jordan,Regular Season
1990-12-19,CHI,Away,DET,L,1,37:00,13,22,0.59,0,1,0,7,7,1,3,2,5,6,1,0,1,2,33,28.9,Michael Jordan,Regular Season
1990-12-21,CHI,Home,LAL,W,1,44:00,14,30,0.47,0,2,0,5,6,0.83,8,7,15,9,2,1,1,3,33,31.7,Michael Jordan,Regular Season
1990-12-25,CHI,Home,DET,W,1,43:00,14,23,0.61,1,1,1,8,10,0.8,3,5,8,3,3,2,3,5,37,30.8,Michael Jordan,Regular Season
1990-12-29,CHI,Home,SEA,W,1,37:00,10,24,0.42,0,2,0,11,11,1,3,7,10,4,4,0,2,2,31,26.4,Michael Jordan,Regular Season
1991-01-08,CHI,Home,NJN,W,1,32:00,18,28,0.64,1,1,1,4,5,0.8,2,4,6,4,2,2,1,1,41,35.6,Michael Jordan,Regular Season
1991-01-09,CHI,Away,PHI,W,1,41:00,16,27,0.59,0,1,0,8,11,0.73,0,4,4,9,0,1,1,3,40,32.3,Michael Jordan,Regular Season
1991-01-11,CHI,Home,ATL,W,1,42:00,12,23,0.52,0,1,0,7,7,1,0,6,6,6,2,1,5,4,31,21.8,Michael Jordan,Regular Season
1991-01-14,CHI,Home,MIL,W,1,45:00,13,27,0.48,1,3,0.33,7,7,1,1,9,10,9,3,2,2,5,34,30.4,Michael Jordan,Regular Season
1991-01-18,CHI,Away,ATL,L,1,41:00,13,28,0.46,0,1,0,4,4,1,0,7,7,8,3,0,4,2,30,21.5,Michael Jordan,Regular Season
1991-01-21,CHI,Away,MIA,W,1,39:00,17,28,0.61,0,2,0,3,5,0.6,1,5,6,5,3,1,3,1,37,29.4,Michael Jordan,Regular Season
1991-01-23,CHI,Away,NJN,L,1,41:00,9,23,0.39,1,1,1,16,19,0.84,4,2,6,5,4,0,2,4,35,28.6,Michael Jordan,Regular Season
1991-01-25,CHI,Home,MIA,W,1,28:00,10,14,0.71,3,3,1,3,4,0.75,0,3,3,2,6,0,3,2,26,24.3,Michael Jordan,Regular Season
1991-01-31,CHI,Away,SAS,L,1,39:00,9,22,0.41,1,1,1,17,18,0.94,0,3,3,3,3,0,3,6,36,24.4,Michael Jordan,Regular Season
1991-02-07,CHI,Away,DET,W,1,41:00,10,21,0.48,0,2,0,10,12,0.83,1,8,9,3,0,2,2,1,30,22.7,Michael Jordan,Regular Season
1991-02-12,CHI,Home,ATL,W,1,37:00,12,22,0.55,1,2,0.5,7,9,0.78,0,4,4,7,2,2,3,2,32,26.3,Michael Jordan,Regular Season
1991-02-14,CHI,Away,NYK,W,1,36:00,13,20,0.65,1,2,0.5,2,2,1,0,2,2,3,2,3,0,2,29,26.2,Michael Jordan,Regular Season
1991-02-16,CHI,Home,NJN,W,1,39:00,11,26,0.42,1,1,1,3,4,0.75,2,9,11,7,3,0,7,0,26,16.8,Michael Jordan,Regular Season
1991-02-18,CHI,Away,CLE,W,1,38:00,11,24,0.46,0,1,0,10,11,0.91,1,5,6,5,5,2,3,3,32,27.1,Michael Jordan,Regular Season
1991-02-19,CHI,Home,WSB,W,1,38:00,15,27,0.56,0,1,0,10,10,1,3,9,12,4,1,0,2,4,40,32.1,Michael Jordan,Regular Season
1991-02-22,CHI,Home,SAC,W,1,28:00,11,17,0.65,1,1,1,11,11,1,1,2,3,4,6,0,0,2,34,35.8,Michael Jordan,Regular Season
1991-02-23,CHI,Home,CHH,W,1,35:00,12,22,0.55,1,3,0.33,4,5,0.8,0,3,3,3,3,2,0,2,29,24.6,Michael Jordan,Regular Season
1991-02-26,CHI,Home,BOS,W,1,35:00,17,29,0.59,1,1,1,4,8,0.5,2,6,8,4,5,3,0,1,39,36.6,Michael Jordan,Regular Season
1991-03-01,CHI,Home,DAL,W,1,35:00,11,20,0.55,1,1,1,6,6,1,1,10,11,8,2,0,5,2,29,24.9,Michael Jordan,Regular Season
1991-03-02,CHI,Away,IND,L,1,38:00,8,23,0.35,0,1,0,6,6,1,0,5,5,2,6,0,3,4,22,13.4,Michael Jordan,Regular Season
1991-03-10,CHI,Away,ATL,W,1,30:00,10,13,0.77,1,1,1,4,4,1,2,7,9,9,1,1,6,4,25,23.8,Michael Jordan,Regular Season
1991-03-12,CHI,Home,MIN,W,1,29:00,7,15,0.47,1,5,0.2,5,5,1,2,3,5,10,1,0,1,2,20,20.8,Michael Jordan,Regular Season
1991-03-13,CHI,Away,MIL,W,1,41:00,15,26,0.58,0,1,0,9,14,0.64,1,7,8,4,3,2,1,4,39,32.2,Michael Jordan,Regular Season
1991-03-15,CHI,Away,CHH,W,1,40:00,12,21,0.57,0,1,0,10,12,0.83,1,4,5,8,2,1,4,3,34,28.3,Michael Jordan,Regular Season
1991-03-16,CHI,Away,CLE,W,1,38:00,14,25,0.56,0,2,0,9,10,0.9,0,3,3,3,5,0,2,3,37,29.5,Michael Jordan,Regular Season
1991-03-18,CHI,Home,DEN,W,1,29:00,11,19,0.58,2,3,0.67,7,7,1,0,6,6,2,0,1,3,2,31,22.2,Michael Jordan,Regular Season
1991-03-20,CHI,Home,ATL,W,1,30:00,9,14,0.64,2,2,1,2,3,0.67,0,5,5,11,0,1,3,3,22,21.1,Michael Jordan,Regular Season
1991-03-22,CHI,Away,PHI,L,1,40:00,8,23,0.35,0,2,0,4,5,0.8,1,4,5,5,2,1,4,5,20,8.8,Michael Jordan,Regular Season
1991-03-23,CHI,Home,IND,W,1,40:00,15,25,0.6,0,1,0,9,9,1,0,2,2,5,3,2,2,4,39,32.4,Michael Jordan,Regular Season
1991-03-25,CHI,Home,HOU,L,1,37:00,15,25,0.6,0,2,0,4,7,0.57,5,2,7,4,3,3,0,3,34,32.1,Michael Jordan,Regular Season
1991-03-29,CHI,Away,WSB,W,1,35:00,7,17,0.41,1,2,0.5,5,5,1,0,5,5,5,2,1,1,2,20,16.8,Michael Jordan,Regular Season
1991-04-04,CHI,Away,NYK,W,1,35:00,15,30,0.5,0,1,0,4,5,0.8,2,6,8,4,3,0,2,1,34,25.2,Michael Jordan,Regular Season
1991-04-05,CHI,Home,SAS,L,1,36:00,13,26,0.5,1,4,0.25,12,14,0.86,0,5,5,9,5,2,5,4,39,32.8,Michael Jordan,Regular Season
1991-04-09,CHI,Home,NYK,W,1,37:00,10,18,0.56,1,3,0.33,7,8,0.88,0,6,6,8,1,0,0,0,28,27.4,Michael Jordan,Regular Season
1991-04-12,CHI,Away,DET,L,1,43:00,13,24,0.54,1,2,0.5,13,15,0.87,3,5,8,4,0,1,3,5,40,29.7,Michael Jordan,Regular Season
1991-04-15,CHI,Home,MIL,W,1,39:00,17,27,0.63,0,1,0,12,14,0.86,0,5,5,2,3,2,5,3,46,34.2,Michael Jordan,Regular Season
1991-04-17,CHI,Away,MIA,W,1,40:00,9,20,0.45,0,2,0,8,9,0.89,2,3,5,5,3,0,2,2,26,21.2,Michael Jordan,Regular Season
1991-04-19,CHI,Away,CHH,W,1,39:00,15,22,0.68,0,1,0,11,13,0.85,3,2,5,5,4,2,4,5,41,36.4,Michael Jordan,Regular Season
1991-04-21,CHI,Home,DET,W,1,30:00,6,15,0.4,0,2,0,6,6,1,2,1,3,1,2,0,2,2,18,11.5,Michael Jordan,Regular Season
1991-11-01,CHI,Home,PHI,W,1,30:00,11,18,0.61,0,3,0,4,6,0.67,1,4,5,4,3,1,2,2,26,22.6,Michael Jordan,Regular Season
1991-11-02,CHI,Away,MIL,L,1,42:00,19,29,0.66,1,2,0.5,7,7,1,0,3,3,3,5,1,4,1,46,37.6,Michael Jordan,Regular Season
1991-11-05,CHI,Home,GSW,L,1,46:00,17,22,0.77,1,2,0.5,5,8,0.62,2,5,7,4,1,1,5,5,40,30.6,Michael Jordan,Regular Season
1991-11-09,CHI,Home,ORL,W,1,35:00,13,26,0.5,0,3,0,1,1,1,2,3,5,9,3,1,1,2,27,24.5,Michael Jordan,Regular Season
1991-11-12,CHI,Home,DET,W,1,29:00,8,14,0.57,0,1,0,4,5,0.8,0,3,3,4,3,0,0,4,20,18.1,Michael Jordan,Regular Season
1991-11-13,CHI,Away,CHH,W,1,33:00,11,19,0.58,1,3,0.33,12,12,1,1,5,6,5,3,3,2,1,35,34.5,Michael Jordan,Regular Season
1991-11-22,CHI,Away,SEA,W,1,45:00,11,26,0.42,0,1,0,9,10,0.9,1,5,6,4,2,0,1,6,31,20.4,Michael Jordan,Regular Season
1991-11-26,CHI,Away,LAC,W,1,33:00,11,19,0.58,0,2,0,1,2,0.5,1,9,10,5,1,0,6,3,23,14.4,Michael Jordan,Regular Season
1991-11-29,CHI,Away,POR,W,1,51:00,16,39,0.41,0,1,0,8,10,0.8,3,5,8,7,3,1,3,4,40,25.9,Michael Jordan,Regular Season
1991-12-04,CHI,Home,CLE,W,1,41:00,7,20,0.35,0,1,0,2,2,1,1,8,9,9,3,0,7,4,16,8.6,Michael Jordan,Regular Season
1991-12-06,CHI,Home,CHH,W,1,34:00,8,19,0.42,1,2,0.5,2,4,0.5,1,10,11,10,1,0,1,3,19,17.6,Michael Jordan,Regular Season
1991-12-07,CHI,Away,PHI,L,1,41:00,12,25,0.48,0,1,0,8,10,0.8,3,11,14,9,3,1,4,2,32,29.1,Michael Jordan,Regular Season
1991-12-10,CHI,Home,SEA,W,1,39:00,7,20,0.35,0,1,0,5,8,0.62,3,8,11,1,0,1,1,3,19,10.3,Michael Jordan,Regular Season
1991-12-14,CHI,Away,WSB,W,1,33:00,12,19,0.63,0,1,0,5,8,0.62,3,6,9,1,2,3,1,3,29,25.8,Michael Jordan,Regular Season
1991-12-21,CHI,Home,ATL,W,1,43:00,16,24,0.67,2,2,1,3,3,1,1,8,9,10,4,1,3,2,37,37.6,Michael Jordan,Regular Season
1991-12-25,CHI,Home,BOS,W,1,35:00,6,14,0.43,0,1,0,2,2,1,1,7,8,5,2,3,2,2,14,14.2,Michael Jordan,Regular Season
1991-12-26,CHI,Away,ATL,W,1,44:00,15,31,0.48,1,2,0.5,3,4,0.75,1,2,3,6,2,3,4,1,34,23.1,Michael Jordan,Regular Season
1991-12-28,CHI,Home,SAC,W,1,36:00,11,20,0.55,0,1,0,11,12,0.92,0,2,2,8,3,3,6,5,33,26.3,Michael Jordan,Regular Season
1991-12-30,CHI,Away,IND,W,1,44:00,10,19,0.53,0,1,0,9,11,0.82,2,4,6,7,3,2,4,4,29,25.2,Michael Jordan,Regular Season
1992-01-03,CHI,Away,MIL,L,1,40:00,19,29,0.66,0,2,0,6,8,0.75,2,4,6,7,1,0,1,4,44,36.4,Michael Jordan,Regular Season
1992-01-07,CHI,Home,WSB,W,1,37:00,7,15,0.47,1,1,1,6,6,1,0,5,5,9,4,1,3,3,21,21.6,Michael Jordan,Regular Season
1992-01-10,CHI,Home,UTA,W,1,37:00,15,25,0.6,1,2,0.5,6,6,1,1,4,5,4,1,1,2,3,37,28.7,Michael Jordan,Regular Season
1992-01-14,CHI,Home,PHI,W,1,33:00,11,20,0.55,0,1,0,4,4,1,0,5,5,4,5,2,2,0,26,25.1,Michael Jordan,Regular Season
1992-01-16,CHI,Away,CLE,W,1,39:00,15,26,0.58,0,2,0,5,6,0.83,0,4,4,8,2,1,2,4,35,28.3,Michael Jordan,Regular Season
1992-01-17,CHI,Home,SAS,W,1,38:00,10,23,0.43,1,1,1,10,10,1,0,4,4,8,1,0,1,3,31,24.5,Michael Jordan,Regular Season
1992-01-19,CHI,Away,DET,W,1,45:00,12,27,0.44,0,2,0,10,14,0.71,0,6,6,6,2,0,3,3,34,22.1,Michael Jordan,Regular Season
1992-01-22,CHI,Away,CHH,W,1,43:00,7,18,0.39,1,2,0.5,8,8,1,2,4,6,4,2,2,5,2,23,16.2,Michael Jordan,Regular Season
1992-01-25,CHI,Home,HOU,W,1,41:00,12,27,0.44,3,3,1,8,10,0.8,0,3,3,5,4,1,4,2,35,24.4,Michael Jordan,Regular Season
1992-01-28,CHI,Away,SAS,L,1,44:00,15,31,0.48,0,1,0,9,11,0.82,0,9,9,7,4,0,3,3,39,29.9,Michael Jordan,Regular Season
1992-01-31,CHI,Away,DAL,W,1,37:00,10,17,0.59,0,1,0,5,6,0.83,2,8,10,9,1,0,1,3,25,25.6,Michael Jordan,Regular Season
1992-02-03,CHI,Away,UTA,L,1,56:00,13,34,0.38,1,1,1,7,9,0.78,2,11,13,8,2,1,2,5,34,23.6,Michael Jordan,Regular Season
1992-02-19,CHI,Away,ORL,W,1,38:00,11,23,0.48,0,1,0,5,7,0.71,5,5,10,8,2,0,3,1,27,23.7,Michael Jordan,Regular Season
1992-02-22,CHI,Home,MIN,W,1,35:00,13,27,0.48,0,3,0,4,6,0.67,2,4,6,8,1,2,1,2,30,24.3,Michael Jordan,Regular Season
1992-02-26,CHI,Home,WSB,W,1,27:00,10,17,0.59,1,3,0.33,5,6,0.83,2,2,4,1,2,0,0,0,26,22.4,Michael Jordan,Regular Season
1992-03-01,CHI,Home,POR,W,1,36:00,10,23,0.43,0,2,0,11,12,0.92,0,9,9,7,3,0,5,3,31,22.9,Michael Jordan,Regular Season
1992-03-06,CHI,Home,MIA,W,1,28:00,12,20,0.6,0,1,0,3,3,1,0,6,6,2,2,1,2,2,27,20.9,Michael Jordan,Regular Season
1992-03-08,CHI,Away,PHI,W,1,43:00,12,26,0.46,0,1,0,10,13,0.77,3,8,11,8,1,0,1,3,34,28.3,Michael Jordan,Regular Season
1992-03-14,CHI,Away,ORL,W,1,38:00,11,22,0.5,0,1,0,4,4,1,1,9,10,9,5,0,3,1,26,26.3,Michael Jordan,Regular Season
1992-03-28,CHI,Home,CLE,W,1,37:00,21,32,0.66,0,1,0,2,2,1,0,4,4,6,3,0,1,2,44,36.6,Michael Jordan,Regular Season
1992-03-31,CHI,Away,NYK,W,1,40:00,13,23,0.57,0,1,0,10,12,0.83,3,1,4,3,3,1,3,1,36,29.1,Michael Jordan,Regular Season
1992-04-01,CHI,Home,CHH,W,1,39:00,11,22,0.5,1,3,0.33,8,10,0.8,1,1,2,5,3,0,2,2,31,23.9,Michael Jordan,Regular Season
1992-04-03,CHI,Home,LAC,W,1,42:00,5,17,0.29,0,2,0,5,6,0.83,0,6,6,7,2,0,5,4,15,6.8,Michael Jordan,Regular Season
1992-04-05,CHI,Away,BOS,L,1,40:00,12,28,0.43,0,3,0,2,2,1,0,2,2,2,3,0,3,4,26,11.6,Michael Jordan,Regular Season
1992-04-07,CHI,Home,MIL,W,1,37:00,12,22,0.55,2,5,0.4,4,4,1,0,5,5,7,6,1,3,3,30,28.3,Michael Jordan,Regular Season
1992-04-10,CHI,Away,IND,W,1,42:00,16,30,0.53,1,1,1,2,4,0.5,0,4,4,6,4,0,1,3,35,26.8,Michael Jordan,Regular Season
1992-11-06,CHI,Away,CLE,W,1,37:00,12,26,0.46,0,2,0,5,6,0.83,3,3,6,2,3,3,2,1,29,22.3,Michael Jordan,Regular Season
1992-11-07,CHI,Home,ATL,L,1,39:00,13,29,0.45,1,4,0.25,8,9,0.89,0,4,4,11,4,0,6,4,35,24.8,Michael Jordan,Regular Season
1992-11-09,CHI,Home,IND,W,1,42:00,10,20,0.5,0,1,0,4,5,0.8,0,2,2,12,2,0,4,1,24,20.2,Michael Jordan,Regular Season
1992-11-11,CHI,Home,DET,W,1,52:00,13,24,0.54,3,3,1,8,10,0.8,2,8,10,4,0,1,5,1,37,26.5,Michael Jordan,Regular Season
1992-11-13,CHI,Away,MIL,W,1,42:00,14,31,0.45,0,2,0,6,8,0.75,3,3,6,4,3,2,5,2,34,21.5,Michael Jordan,Regular Season
1992-11-14,CHI,Home,DEN,W,1,22:00,7,13,0.54,2,5,0.4,2,2,1,0,4,4,7,3,1,2,1,18,19.1,Michael Jordan,Regular Season
1992-11-17,CHI,Away,MIN,W,1,31:00,14,21,0.67,2,2,1,2,3,0.67,1,2,3,5,4,1,3,1,32,28.6,Michael Jordan,Regular Season
1992-11-19,CHI,Away,SEA,W,1,34:00,14,22,0.64,2,4,0.5,5,5,1,1,5,6,2,2,0,2,1,35,28.4,Michael Jordan,Regular Season
1992-11-28,CHI,Away,NYK,L,1,38:00,4,20,0.2,0,1,0,9,9,1,3,3,6,4,1,0,0,2,17,10.6,Michael Jordan,Regular Season
1992-12-04,CHI,Home,POR,W,1,38:00,15,25,0.6,1,1,1,7,9,0.78,4,9,13,2,1,0,1,1,38,32.2,Michael Jordan,Regular Season
1992-12-05,CHI,Home,BOS,W,1,37:00,8,20,0.4,0,1,0,8,9,0.89,0,3,3,5,2,0,2,2,24,16.4,Michael Jordan,Regular Season
1992-12-08,CHI,Away,ATL,L,1,46:00,14,28,0.5,2,4,0.5,2,2,1,3,9,12,8,1,0,2,5,32,25.4,Michael Jordan,Regular Season
1992-12-09,CHI,Home,CLE,W,1,35:00,10,22,0.45,1,3,0.33,7,7,1,2,9,11,10,4,2,3,2,28,29.3,Michael Jordan,Regular Season
1992-12-11,CHI,Home,HOU,L,1,40:00,11,23,0.48,1,3,0.33,3,3,1,4,7,11,4,0,1,4,4,26,17.1,Michael Jordan,Regular Season
1992-12-12,CHI,Home,NJN,W,1,41:00,13,26,0.5,3,6,0.5,9,12,0.75,0,6,6,3,1,1,2,2,38,26.6,Michael Jordan,Regular Season
1992-12-17,CHI,Away,WSB,W,1,40:00,12,29,0.41,0,1,0,4,4,1,1,6,7,8,4,2,1,3,28,23.8,Michael Jordan,Regular Season
1992-12-25,CHI,Home,NYK,W,1,41:00,15,34,0.44,0,4,0,12,16,0.75,0,8,8,5,3,1,4,2,42,27.4,Michael Jordan,Regular Season
1992-12-29,CHI,Away,CHH,W,1,42:00,9,25,0.36,1,3,0.33,9,10,0.9,4,8,12,11,0,1,3,1,28,23.9,Michael Jordan,Regular Season
1992-12-30,CHI,Away,MIA,W,1,40:00,9,18,0.5,0,1,0,21,24,0.88,1,5,6,8,3,2,1,2,39,39.2,Michael Jordan,Regular Season
1993-01-02,CHI,Home,IND,W,1,40:00,14,27,0.52,2,4,0.5,9,11,0.82,3,5,8,5,1,0,2,3,39,29.8,Michael Jordan,Regular Season
1993-01-05,CHI,Home,LAL,L,1,41:00,15,31,0.48,1,6,0.17,5,6,0.83,0,4,4,5,2,1,1,4,36,24.7,Michael Jordan,Regular Season
1993-01-06,CHI,Away,CLE,L,1,34:00,10,22,0.45,0,1,0,3,5,0.6,2,6,8,3,1,0,2,1,23,14.7,Michael Jordan,Regular Season
1993-01-08,CHI,Home,MIL,W,1,35:00,15,26,0.58,2,5,0.4,3,3,1,3,5,8,7,4,0,2,2,35,32.5,Michael Jordan,Regular Season
1993-01-09,CHI,Away,PHI,L,1,44:00,13,36,0.36,0,4,0,4,4,1,2,9,11,6,2,0,3,5,30,15.3,Michael Jordan,Regular Season
1993-01-12,CHI,Away,ORL,W,1,37:00,9,22,0.41,0,1,0,5,6,0.83,2,6,8,4,3,3,3,0,23,18.9,Michael Jordan,Regular Season
1993-01-15,CHI,Home,GSW,W,1,38:00,10,19,0.53,1,2,0.5,5,5,1,2,10,12,10,5,2,2,1,26,32.1,Michael Jordan,Regular Season
1993-01-18,CHI,Home,BOS,W,1,30:00,10,22,0.45,0,1,0,9,10,0.9,4,4,8,3,4,1,2,1,29,25.6,Michael Jordan,Regular Season
1993-01-21,CHI,Away,NJN,W,1,39:00,12,24,0.5,2,4,0.5,4,4,1,1,2,3,4,4,0,3,2,30,22.3,Michael Jordan,Regular Season
1993-01-22,CHI,Home,CHH,L,1,43:00,10,26,0.38,0,2,0,8,11,0.73,2,4,6,2,3,1,1,4,28,17.7,Michael Jordan,Regular Season
1993-01-24,CHI,Away,SAS,L,1,44:00,16,35,0.46,0,2,0,10,11,0.91,5,6,11,3,4,2,4,3,42,31.1,Michael Jordan,Regular Season
1993-01-28,CHI,Away,HOU,L,1,39:00,12,27,0.44,1,1,1,1,2,0.5,0,6,6,4,5,0,3,2,26,17.3,Michael Jordan,Regular Season
1993-02-01,CHI,Away,UTA,W,1,43:00,13,28,0.46,1,3,0.33,10,14,0.71,3,4,7,2,1,1,4,0,37,23.4,Michael Jordan,Regular Season
1993-02-03,CHI,Away,SAC,W,1,39:00,14,26,0.54,2,2,1,6,7,0.86,0,3,3,2,2,2,3,5,36,23.7,Michael Jordan,Regular Season
1993-02-04,CHI,Away,LAC,W,1,47:00,13,34,0.38,0,3,0,7,7,1,2,4,6,4,2,1,3,5,33,17.5,Michael Jordan,Regular Season
1993-02-07,CHI,Away,POR,W,1,43:00,13,28,0.46,4,7,0.57,4,6,0.67,3,8,11,5,2,2,1,1,34,28.8,Michael Jordan,Regular Season
1993-02-10,CHI,Away,IND,W,1,42:00,16,27,0.59,1,3,0.33,7,9,0.78,1,8,9,8,6,0,3,2,40,37.6,Michael Jordan,Regular Season
1993-02-13,CHI,Home,CLE,L,1,43:00,12,22,0.55,0,3,0,1,2,0.5,1,5,6,5,3,1,3,2,25,19.6,Michael Jordan,Regular Season
1993-02-15,CHI,Home,SAC,W,1,37:00,12,21,0.57,0,2,0,8,10,0.8,3,5,8,6,3,1,3,3,32,28.6,Michael Jordan,Regular Season
1993-02-17,CHI,Home,UTA,W,1,34:00,10,25,0.4,2,6,0.33,5,7,0.71,4,4,8,6,3,0,3,2,27,20.1,Michael Jordan,Regular Season
1993-02-23,CHI,Home,MIL,W,1,41:00,15,26,0.58,0,1,0,4,6,0.67,1,2,3,4,3,1,2,3,34,25.6,Michael Jordan,Regular Season
1993-02-25,CHI,Away,ORL,W,1,41:00,13,29,0.45,1,3,0.33,9,10,0.9,0,4,4,4,4,0,2,3,36,25.3,Michael Jordan,Regular Season
1993-03-02,CHI,Away,NJN,W,1,40:00,8,17,0.47,1,3,0.33,7,9,0.78,3,6,9,8,1,0,6,4,24,17.4,Michael Jordan,Regular Season
1993-03-09,CHI,Home,SEA,W,1,41:00,15,28,0.54,0,3,0,8,9,0.89,2,2,4,9,6,1,2,3,38,35.8,Michael Jordan,Regular Season
1993-03-12,CHI,Home,CHH,W,1,43:00,21,35,0.6,2,4,0.5,8,9,0.89,3,6,9,5,2,1,0,3,52,44.4,Michael Jordan,Regular Season
1993-03-14,CHI,Away,DET,L,1,43:00,11,25,0.44,1,3,0.33,5,6,0.83,0,5,5,6,1,0,0,1,28,20.8,Michael Jordan,Regular Season
1993-03-15,CHI,Home,LAC,W,1,38:00,10,22,0.45,0,1,0,3,4,0.75,3,6,9,4,4,0,7,3,23,13.7,Michael Jordan,Regular Season
1993-03-23,CHI,Home,MIN,W,1,42:00,12,21,0.57,4,6,0.67,6,6,1,1,4,5,7,5,1,3,1,34,33.2,Michael Jordan,Regular Season
1993-03-24,CHI,Away,PHI,W,1,39:00,20,29,0.69,2,4,0.5,1,2,0.5,0,2,2,4,3,0,5,2,43,30.9,Michael Jordan,Regular Season
1993-03-30,CHI,Home,PHO,L,1,40:00,19,31,0.61,0,6,0,6,7,0.86,0,3,3,5,4,0,3,1,44,34.5,Michael Jordan,Regular Season
1993-04-04,CHI,Away,BOS,W,1,40:00,14,23,0.61,1,1,1,3,6,0.5,1,4,5,2,2,0,4,2,32,20.8,Michael Jordan,Regular Season
1993-04-06,CHI,Away,MIL,L,1,44:00,13,30,0.43,1,6,0.17,3,4,0.75,1,4,5,6,4,0,5,4,30,17.3,Michael Jordan,Regular Season
1993-04-09,CHI,Away,ATL,W,1,44:00,12,23,0.52,1,3,0.33,5,5,1,1,11,12,4,4,2,7,2,30,23.1,Michael Jordan,Regular Season
1993-04-10,CHI,Away,IND,W,1,42:00,11,25,0.44,0,1,0,3,4,0.75,2,4,6,5,5,0,3,3,25,18.4,Michael Jordan,Regular Season
1993-04-12,CHI,Away,DET,W,1,41:00,9,21,0.43,0,4,0,5,5,1,0,6,6,4,2,0,3,3,23,14.3,Michael Jordan,Regular Season
1993-04-14,CHI,Home,MIA,W,1,31:00,12,19,0.63,3,4,0.75,7,7,1,1,3,4,4,2,0,1,3,34,29.7,Michael Jordan,Regular Season
